event_id,vehicle_id,timestamp,scene_type,weather,road_type,ego_speed,brake_acc,steering_angle,takeover,aeb_triggered,lane_confidence,object_type,object_confidence,ttc,lateral_offset,perception_status,planning_status,log_text
EVT_0035,VH_036,2026-01-01T12:05:00,城市路口两轮车疑似误刹,晴,城市路口,31.71,-3.64,4.73,false,true,0.866,two_wheeler,0.634,1.94,0.165,两轮车目标置信度波动,保守制动,城市路口两轮车横向切入后目标置信度波动，系统出现疑似误刹。
EVT_0036,VH_001,2026-01-01T12:12:00,城市路口两轮车疑似误刹,晴,城市路口,40.04,-5.80,-6.04,false,false,0.945,two_wheeler,0.432,0.86,-0.077,两轮车目标置信度波动,保守制动,城市路口两轮车横向切入后目标置信度波动，系统出现疑似误刹。
EVT_0037,VH_002,2026-01-01T12:19:00,城市路口两轮车疑似误刹,晴,城市路口,23.88,-4.69,-0.49,true,true,0.790,two_wheeler,0.536,1.42,0.048,两轮车目标置信度波动,保守制动,城市路口两轮车横向切入后目标置信度波动，系统出现疑似误刹。
EVT_0038,VH_003,2026-01-01T12:26:00,城市路口两轮车疑似误刹,晴,城市路口,32.20,-3.58,5.06,false,false,0.870,two_wheeler,0.640,1.97,0.173,两轮车目标置信度波动,保守制动,城市路口两轮车横向切入后目标置信度波动，系统出现疑似误刹。
EVT_0039,VH_004,2026-01-01T12:33:00,城市路口两轮车疑似误刹,晴,城市路口,40.53,-5.73,-5.71,false,true,0.950,two_wheeler,0.438,0.89,-0.070,两轮车目标置信度波动,保守制动,城市路口两轮车横向切入后目标置信度波动，系统出现疑似误刹。
EVT_0040,VH_005,2026-01-01T12:40:00,城市路口两轮车疑似误刹,晴,城市路口,24.37,-4.62,-0.16,false,false,0.795,two_wheeler,0.542,1.45,0.055,两轮车目标置信度波动,保守制动,城市路口两轮车横向切入后目标置信度波动，系统出现疑似误刹。
EVT_0041,VH_006,2026-01-01T12:47:00,城市路口两轮车疑似误刹,晴,城市路口,32.69,-3.51,5.39,false,true,0.875,two_wheeler,0.647,2.00,0.180,两轮车目标置信度波动,保守制动,城市路口两轮车横向切入后目标置信度波动，系统出现疑似误刹。
EVT_0042,VH_007,2026-01-01T12:54:00,城市路口两轮车疑似误刹,晴,城市路口,41.02,-5.67,-5.39,false,false,0.720,two_wheeler,0.444,0.93,-0.062,两轮车目标置信度波动,保守制动,城市路口两轮车横向切入后目标置信度波动，系统出现疑似误刹。
EVT_0043,VH_008,2026-01-01T13:01:00,城市路口两轮车疑似误刹,晴,城市路口,24.86,-4.56,0.16,true,true,0.800,two_wheeler,0.549,1.48,0.062,两轮车目标置信度波动,保守制动,城市路口两轮车横向切入后目标置信度波动，系统出现疑似误刹。
EVT_0044,VH_009,2026-01-01T13:08:00,城市路口两轮车疑似误刹,晴,城市路口,33.18,-3.45,5.71,false,false,0.880,two_wheeler,0.653,2.04,-0.180,两轮车目标置信度波动,保守制动,城市路口两轮车横向切入后目标置信度波动，系统出现疑似误刹。
EVT_0045,VH_010,2026-01-01T13:15:00,城市路口两轮车疑似误刹,晴,城市路口,41.51,-5.60,-5.06,false,true,0.725,two_wheeler,0.451,0.96,-0.055,两轮车目标置信度波动,保守制动,城市路口两轮车横向切入后目标置信度波动，系统出现疑似误刹。
EVT_0046,VH_011,2026-01-01T13:22:00,城市路口两轮车疑似误刹,晴,城市路口,25.35,-4.49,0.49,false,false,0.804,two_wheeler,0.555,1.51,0.070,两轮车目标置信度波动,保守制动,城市路口两轮车横向切入后目标置信度波动，系统出现疑似误刹。
EVT_0047,VH_012,2026-01-01T13:29:00,城市路口两轮车疑似误刹,晴,城市路口,33.67,-3.38,6.04,false,true,0.884,two_wheeler,0.659,2.07,-0.173,两轮车目标置信度波动,保守制动,城市路口两轮车横向切入后目标置信度波动，系统出现疑似误刹。
EVT_0048,VH_013,2026-01-01T13:36:00,城市路口两轮车疑似误刹,晴,城市路口,42.00,-5.54,-4.73,false,false,0.729,two_wheeler,0.457,0.99,-0.048,两轮车目标置信度波动,保守制动,城市路口两轮车横向切入后目标置信度波动，系统出现疑似误刹。
EVT_0049,VH_014,2026-01-01T13:43:00,城市路口两轮车疑似误刹,晴,城市路口,25.84,-4.43,0.82,true,true,0.809,two_wheeler,0.561,1.55,0.077,两轮车目标置信度波动,保守制动,城市路口两轮车横向切入后目标置信度波动，系统出现疑似误刹。
EVT_0050,VH_015,2026-01-01T13:50:00,城市路口两轮车疑似误刹,晴,城市路口,34.16,-3.32,6.37,false,false,0.889,two_wheeler,0.665,2.10,-0.165,两轮车目标置信度波动,保守制动,城市路口两轮车横向切入后目标置信度波动，系统出现疑似误刹。
EVT_0051,VH_016,2026-01-01T13:57:00,高速跟车急刹,晴,高速,78.00,-6.85,-2.20,true,true,0.830,vehicle,0.806,0.69,-0.027,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0052,VH_017,2026-01-01T14:04:00,高速跟车急刹,晴,高速,91.88,-5.67,0.57,false,false,0.885,vehicle,0.868,1.07,0.056,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0053,VH_018,2026-01-01T14:11:00,高速跟车急刹,晴,高速,105.76,-4.49,3.35,false,false,0.941,vehicle,0.931,1.46,-0.105,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0054,VH_019,2026-01-01T14:18:00,高速跟车急刹,晴,高速,78.82,-6.78,-2.04,false,false,0.833,vehicle,0.809,0.71,-0.022,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0055,VH_020,2026-01-01T14:25:00,高速跟车急刹,晴,高速,92.69,-5.60,0.73,false,false,0.889,vehicle,0.872,1.10,0.061,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0056,VH_021,2026-01-01T14:32:00,高速跟车急刹,晴,高速,106.57,-4.42,3.51,false,true,0.944,vehicle,0.934,1.48,-0.100,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0057,VH_022,2026-01-01T14:39:00,高速跟车急刹,晴,高速,79.63,-6.71,-1.88,false,false,0.836,vehicle,0.813,0.74,-0.017,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0058,VH_023,2026-01-01T14:46:00,高速跟车急刹,晴,高速,93.51,-5.53,0.90,false,false,0.892,vehicle,0.876,1.12,0.066,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0059,VH_024,2026-01-01T14:53:00,高速跟车急刹,晴,高速,107.39,-4.36,3.67,true,false,0.947,vehicle,0.938,1.50,-0.096,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0060,VH_025,2026-01-01T15:00:00,高速跟车急刹,晴,高速,80.45,-6.64,-1.71,false,false,0.840,vehicle,0.817,0.76,-0.012,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0061,VH_026,2026-01-01T15:07:00,高速跟车急刹,晴,高速,94.33,-5.47,1.06,false,true,0.895,vehicle,0.879,1.14,0.071,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0062,VH_027,2026-01-01T15:14:00,高速跟车急刹,晴,高速,108.20,-4.29,3.84,false,false,0.951,vehicle,0.942,0.40,-0.091,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0063,VH_028,2026-01-01T15:21:00,高速跟车急刹,晴,高速,81.27,-6.58,-1.55,false,false,0.843,vehicle,0.820,0.78,-0.007,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0064,VH_029,2026-01-01T15:28:00,高速跟车急刹,晴,高速,95.14,-5.40,1.22,false,false,0.898,vehicle,0.883,1.16,0.076,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0065,VH_030,2026-01-01T15:35:00,高速跟车急刹,晴,高速,109.02,-4.22,4.00,false,false,0.954,vehicle,0.945,0.42,-0.086,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0066,VH_031,2026-01-01T15:42:00,高速跟车急刹,晴,高速,82.08,-6.51,-1.39,false,true,0.846,vehicle,0.824,0.80,-0.002,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0067,VH_032,2026-01-01T15:49:00,高速跟车急刹,晴,高速,95.96,-5.33,1.39,true,false,0.902,vehicle,0.887,1.19,0.081,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0068,VH_033,2026-01-01T15:56:00,高速跟车急刹,晴,高速,109.84,-4.15,-4.00,false,false,0.957,vehicle,0.949,0.44,-0.081,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0069,VH_034,2026-01-01T16:03:00,高速跟车急刹,晴,高速,82.90,-6.44,-1.22,false,false,0.849,vehicle,0.828,0.83,0.002,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0070,VH_035,2026-01-01T16:10:00,高速跟车急刹,晴,高速,96.78,-5.26,1.55,false,false,0.905,vehicle,0.890,1.21,0.086,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0071,VH_036,2026-01-01T16:17:00,高速跟车急刹,晴,高速,110.65,-4.08,-3.84,false,true,0.960,vehicle,0.953,0.47,-0.076,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0072,VH_001,2026-01-01T16:24:00,高速跟车急刹,晴,高速,83.71,-6.37,-1.06,false,false,0.853,vehicle,0.831,0.85,0.007,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0073,VH_002,2026-01-01T16:31:00,高速跟车急刹,晴,高速,97.59,-5.19,1.71,false,false,0.908,vehicle,0.894,1.23,0.091,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0074,VH_003,2026-01-01T16:38:00,高速跟车急刹,晴,高速,111.47,-4.01,-3.67,false,false,0.964,vehicle,0.956,0.49,-0.071,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0075,VH_004,2026-01-01T16:45:00,高速跟车急刹,晴,高速,84.53,-6.30,-0.90,true,false,0.856,vehicle,0.835,0.87,0.012,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0076,VH_005,2026-01-01T16:52:00,高速跟车急刹,晴,高速,98.41,-5.12,1.88,false,true,0.911,vehicle,0.898,1.25,0.096,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0077,VH_006,2026-01-01T16:59:00,高速跟车急刹,晴,高速,112.29,-3.94,-3.51,false,false,0.967,vehicle,0.960,0.51,-0.066,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0078,VH_007,2026-01-01T17:06:00,高速跟车急刹,晴,高速,85.35,-6.23,-0.73,false,false,0.859,vehicle,0.839,0.89,0.017,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0079,VH_008,2026-01-01T17:13:00,高速跟车急刹,晴,高速,99.22,-5.05,2.04,false,false,0.915,vehicle,0.901,1.28,0.100,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0080,VH_009,2026-01-01T17:20:00,高速跟车急刹,晴,高速,113.10,-3.87,-3.35,false,false,0.970,vehicle,0.780,0.53,-0.061,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0081,VH_010,2026-01-01T17:27:00,高速跟车急刹,晴,高速,86.16,-6.16,-0.57,false,true,0.862,vehicle,0.842,0.92,0.022,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0082,VH_011,2026-01-01T17:34:00,高速跟车急刹,晴,高速,100.04,-4.98,2.20,false,false,0.918,vehicle,0.905,1.30,0.105,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0083,VH_012,2026-01-01T17:41:00,高速跟车急刹,晴,高速,113.92,-3.80,-3.18,true,false,0.973,vehicle,0.784,0.56,-0.056,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0084,VH_013,2026-01-01T17:48:00,高速跟车急刹,晴,高速,86.98,-6.09,-0.41,false,false,0.866,vehicle,0.846,0.94,0.027,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0085,VH_014,2026-01-01T17:55:00,高速跟车急刹,晴,高速,100.86,-4.91,2.37,false,false,0.921,vehicle,0.909,1.32,0.110,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0086,VH_015,2026-01-01T18:02:00,高速跟车急刹,晴,高速,114.73,-7.20,-3.02,false,true,0.977,vehicle,0.787,0.58,-0.051,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0087,VH_016,2026-01-01T18:09:00,高速跟车急刹,晴,高速,87.80,-6.02,-0.24,false,false,0.869,vehicle,0.850,0.96,0.032,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0088,VH_017,2026-01-01T18:16:00,高速跟车急刹,晴,高速,101.67,-4.84,2.53,false,false,0.924,vehicle,0.912,1.34,0.115,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0089,VH_018,2026-01-01T18:23:00,高速跟车急刹,晴,高速,115.55,-7.13,-2.86,false,false,0.980,vehicle,0.791,0.60,-0.047,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0090,VH_019,2026-01-01T18:30:00,高速跟车急刹,晴,高速,88.61,-5.95,-0.08,false,false,0.872,vehicle,0.853,0.98,0.037,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0091,VH_020,2026-01-01T18:37:00,高速跟车急刹,晴,高速,102.49,-4.77,2.69,true,true,0.928,vehicle,0.916,1.37,0.120,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0092,VH_021,2026-01-01T18:44:00,高速跟车急刹,晴,高速,116.37,-7.06,-2.69,false,false,0.820,vehicle,0.795,0.62,-0.042,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0093,VH_022,2026-01-01T18:51:00,高速跟车急刹,晴,高速,89.43,-5.88,0.08,false,false,0.876,vehicle,0.857,1.01,0.042,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0094,VH_023,2026-01-01T18:58:00,高速跟车急刹,晴,高速,103.31,-4.70,2.86,false,false,0.931,vehicle,0.920,1.39,-0.120,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0095,VH_024,2026-01-01T19:05:00,高速跟车急刹,晴,高速,117.18,-6.99,-2.53,false,false,0.823,vehicle,0.798,0.65,-0.037,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0096,VH_025,2026-01-01T19:12:00,高速跟车急刹,晴,高速,90.24,-5.81,0.24,false,true,0.879,vehicle,0.861,1.03,0.047,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0097,VH_026,2026-01-01T19:19:00,高速跟车急刹,晴,高速,104.12,-4.63,3.02,false,false,0.934,vehicle,0.923,1.41,-0.115,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0098,VH_027,2026-01-01T19:26:00,高速跟车急刹,晴,高速,118.00,-6.92,-2.37,false,false,0.827,vehicle,0.802,0.67,-0.032,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0099,VH_028,2026-01-01T19:33:00,高速跟车急刹,晴,高速,91.06,-5.74,0.41,true,false,0.882,vehicle,0.864,1.05,0.051,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0100,VH_029,2026-01-01T19:40:00,高速跟车急刹,晴,高速,104.94,-4.56,3.18,false,false,0.938,vehicle,0.927,1.43,-0.110,前车减速度突增,紧急制动,高速跟车场景前车急减速，Ego 车辆触发大制动请求。
EVT_0101,VH_030,2026-01-01T19:47:00,雨天车道线置信度下降,雨,城市快速路,42.00,-2.56,-4.96,true,false,0.298,none,0.021,4.69,-0.081,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0102,VH_031,2026-01-01T19:54:00,雨天车道线置信度下降,雨,城市快速路,57.27,-1.72,1.29,false,false,0.402,none,0.073,6.26,0.169,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0103,VH_032,2026-01-01T20:01:00,雨天车道线置信度下降,雨,城市快速路,72.53,-0.89,7.53,false,false,0.507,none,0.126,7.82,-0.316,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0104,VH_033,2026-01-01T20:08:00,雨天车道线置信度下降,雨,城市快速路,42.90,-2.51,-4.59,false,false,0.304,none,0.024,4.79,-0.066,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
EVT_0105,VH_034,2026-01-01T20:15:00,雨天车道线置信度下降,雨,城市快速路,58.16,-1.67,1.65,false,false,0.409,none,0.077,6.35,0.184,雨水遮挡导致车道线置信度下降,降级保持车道,雨天路面积水反光，车道线检测置信度下降并进入降级控制。
